uf,cnae,atividades,unidades,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
    Amapá,69,"Atividades jurídicas, de contabilidade e de auditoria",189,802,588,593.04,12616.972,1.639824,1636.54442818749
    Amapá,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,31,167,127,121.69,9362.376,5.930036,5918.17543948368
    Amapá,71,Serviços de arquitetura e engenharia; testes e análises técnicas,59,188,126,164.26,4367.059,2.049195,2045.09689141979
    Amapá,72,Pesquisa e desenvolvimento científico,1,,,,,,
    Amapá,73,Publicidade e pesquisa de mercado,43,413,373,394.5,6843.214,1.337024,1334.35000487472
    Amapá,74,"Outras atividades profissionais, científicas e técnicas",29,64,45,44.46,1007.647,1.746888,1743.39423509464
    Amapá,75,Atividades veterinárias,7,,,,,,
    Amapá,N,Atividades administrativas e serviços complementares,416,9487,9030,8841.93,174487.857,1.521053,1518.01053007136
    Amapá,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,71,723,640,578.75,12004.581,1.598756,1595.55819903638
    Amapá,78,"Seleção, agenciamento e locação de mão-de-obra",23,2603,2582,2553.94,45242.115,1.365395,1362.66423342275
    Amapá,79,"Agências de viagens, operadores turísticos e serviços de reservas",38,106,60,60.51,1058.777,1.348663,1345.96570179119
    Amapá,80,"Atividades de vigilância, segurança e investigação",30,2210,2183,1957.57,55504.089,2.185414,2181.04349151872
    Amapá,81,Serviços para edifícios e atividades paisagísticas,89,2374,2297,2558.17,43366.769,1.306633,1304.02018149392
    Amapá,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",165,1471,1268,1132.99,17311.526,1.177702,1175.3465133442
    Amapá,O,"Administração pública, defesa e seguridade social",90,58479,58479,58499.4,4376850.585,5.76682,5755.2866222691
    Amapá,84,"Administração pública, defesa e seguridade social",90,58479,58479,58499.4,4376850.585,5.76682,5755.2866222691
    Amapá,P,Educação,591,8142,7560,8093.08,305363.512,2.908234,2902.41798216216
    Amapá,85,Educação,591,8142,7560,8093.08,305363.512,2.908234,2902.41798216216
    Amapá,Q,Saúde humana e serviços sociais,469,8862,8202,8101.57,223235.1,2.123828,2119.58062069831
    Amapá,86,Atividades de atenção à saúde humana,447,8296,7650,7459.32,203914.729,2.107053,2102.83891623035
    Amapá,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",7,66,61,54.25,1470.571,2.089356,2085.1768876285
    Amapá,88,Serviços de assistência social sem alojamento,15,500,491,588,17849.8,2.339818,2335.13867085296
    Amapá,R,"Artes, cultura, esporte e recreação",90,402,321,324.41,4931.586,1.171706,1169.36213196501
    Amapá,90,"Atividades artísticas, criativas e de espetáculos",4,,,,,,
    Amapá,91,Atividades ligadas ao patrimônio cultural e ambiental,2,,,,,,
    Amapá,92,Atividades de exploração de jogos de azar e apostas,-,-,-,-,-,-,-
    Amapá,93,Atividades esportivas e de recreação e lazer,84,389,313,315.91,4804.039,1.172112,1169.76816668818
    Amapá,S,Outras atividades de serviços,449,1842,1558,1479.66,30591.645,1.593555,1590.36769361776
    Amapá,94,Atividades de organizações associativas,311,1282,1144,1087.26,23943.658,1.697396,1694.00129330045
    Amapá,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,50,,,,,,
    Amapá,96,Outras atividades de serviços pessoais,88,,,,,,
    Amapá,U,Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Amapá,99,Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Tocantins,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",778,7139,6269,6055.1,154106.959,1.961675,1957.75155844469
    Tocantins,01,"Agricultura, pecuária e serviços relacionados",602,5857,5125,5097.94,129172.905,1.953003,1949.09655815728
    Tocantins,02,Produção florestal,160,1182,1068,884.85,23329.895,2.032213,2028.14862145257
    Tocantins,03,Pesca e aquicultura,16,100,76,72.31,1604.159,1.709918,1706.49766496814
    Tocantins,B,Indústrias extrativas,138,1033,875,895.17,27417.571,2.360748,2356.02614372345
    Tocantins,05,Extração de carvão mineral,1,,,,,,
    Tocantins,06,Extração de petróleo e gás natural,-,-,-,-,-,-,-
    Tocantins,07,Extração de minerais metálicos,15,108,89,82.96,2185.202,2.030247,2026.18685557451
    Tocantins,08,Extração de minerais não-metálicos,118,904,771,805.76,24955.506,2.387189,2382.41450021385
    Tocantins,09,Atividades de apoio à extração de minerais,4,,,,,,
    Tocantins,C,Indústrias de transformação,1496,17288,15653,15132.69,400941.459,2.042166,2038.08118003525
    Tocantins,10,Fabricação de produtos alimentícios,378,8819,8423,7855.83,210652.197,2.066807,2062.67385544827
    Tocantins,11,Fabricação de bebidas,20,150,123,119.6,2459.194,1.584848,1581.67867249807
    Tocantins,12,Fabricação de produtos do fumo,-,-,-,-,-,-,-
    Tocantins,13,Fabricação de produtos têxteis,19,117,88,92.83,1323.836,1.099188,1096.98953421888
    Tocantins,14,Confecção de artigos do vestuário e acessórios,77,440,344,357.32,5553.735,1.197992,1195.59606127668
    Tocantins,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",13,376,368,365.16,9964.556,2.103298,2099.09165213142
    Tocantins,16,Fabricação de produtos de madeira,21,118,97,101.13,2149.948,1.638604,1635.32695920711
    Tocantins,17,"Fabricação de celulose, papel e produtos de papel",4,18,14,10.6,148.214,1.077729,1075.5732946299
    Tocantins,18,Impressão e reprodução de gravações,111,405,291,298.71,5534.067,1.427976,1425.11955253745
    Tocantins,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",7,1132,1128,1154.61,48005.627,3.204667,3198.2578866124
    Tocantins,20,Fabricação de produtos químicos,37,563,529,586.27,26670.573,3.506395,3499.38174981073
    Tocantins,21,Fabricação de produtos farmoquímicos e farmacêuticos,-,-,-,-,-,-,-
    Tocantins,22,Fabricação de produtos de borracha e de material plástico,38,271,235,245.75,6455.306,2.024647,2020.5981688708
    Tocantins,23,Fabricação de produtos de minerais não-metálicos,274,2503,2177,2176.54,45711.42,1.618766,1615.52881037016
    Tocantins,24,Metalurgia,4,10,5,4.56,90.086,1.522715,1519.669365722
    Tocantins,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",139,773,619,581.73,12744.344,1.688582,1685.2047407666
    Tocantins,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",-,-,-,-,-,-,-
    Tocantins,27,"Fabricação de máquinas, aparelhos e materiais elétricos",3,4,1,1,17.453,1.345229,1342.53846153846
    Tocantins,28,Fabricação de máquinas e equipamentos,10,,,,,,
    Tocantins,29,"Fabricação de veículos automotores, reboques e carrocerias",45,298,239,232.71,5114.253,1.693921,1690.53361232039
    Tocantins,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",7,,,,,,
    Tocantins,31,Fabricação de móveis,76,395,306,296.24,5793.421,1.507362,1504.34704709279
    Tocantins,32,Fabricação de produtos diversos,63,171,121,109.44,2161.742,1.522488,1519.44303868646
    Tocantins,33,"Manutenção, reparação e instalação de máquinas e equipamentos",150,680,515,496.51,9047.113,1.404456,1401.64703476419
    Tocantins,D,Eletricidade e gás,159,1890,1856,1834.78,77850.127,3.270404,3263.86341015942
    Tocantins,35,"Eletricidade, gás e outras utilidades",159,1890,1856,1834.78,77850.127,3.270404,3263.86341015942
    Tocantins,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",104,1930,1840,2182.22,71533.057,2.526588,2521.53442189781
    Tocantins,36,"Captação, tratamento e distribuição de água",30,1557,1545,1549.39,57798.977,2.875316,2869.56489576295
    Tocantins,37,Esgoto e atividades relacionadas,16,,,,,,
    Tocantins,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",57,329,267,606.85,13175.79,1.673483,1670.13645495972
    Tocantins,39,Descontaminação e outros serviços de gestão de resíduos,1,,,,,,
    Tocantins,F,Construção,1371,9323,7383,8705.92,205445.918,1.818901,1815.26273545428
    Tocantins,41,Construção de edifícios,838,4865,3563,4097.04,85604.429,1.610468,1607.24720210764
    Tocantins,42,Obras de infraestrutura,182,2692,2479,3263.6,88798.859,2.097184,2092.98978475869
    Tocantins,43,Serviços especializados para construção,351,1766,1341,1345.28,31042.63,1.778574,1775.01681091268
    Tocantins,G,Comércio; reparação de veículos automotores e motocicletas,12995,63648,49410,50126.84,1096406.909,1.685883,1682.51166440973
    Tocantins,45,Comércio e reparação de veículos automotores e motocicletas,1748,8479,6477,6478.05,166553.093,1.981685,1977.72113284328
    Tocantins,46,"Comércio por atacado, exceto veículos automotores e motocicletas",1904,9606,7641,7928.93,227217.04,2.20878,2204.36223376343
    Tocantins,47,Comércio varejista,9343,45563,35292,35719.86,702636.776,1.516168,1513.13534737344
    Tocantins,H,"Transporte, armazenagem e correio",1372,9794,8591,8877.04,235821.364,2.047581,2043.48577037807
    Tocantins,49,Transporte terrestre,974,7225,6223,6184.75,150414.607,1.874537,1870.78772539155
    Tocantins,50,Transporte aquaviário,31,351,350,404.39,7317.883,1.394798,1392.00790554434
    Tocantins,51,Transporte aéreo,4,102,102,115.57,4404.155,2.937268,2931.39356101197
    Tocantins,52,Armazenamento e atividades auxiliares dos transportes,170,1118,965,1050.84,35022.603,2.568845,2563.70749554203
    Tocantins,53,Correio e outras atividades de entrega,193,998,951,1121.49,38662.116,2.657152,2651.83721930371
    Tocantins,I,Alojamento e alimentação,1393,9051,7477,7265.02,111529.745,1.18326,1180.89298499469
    Tocantins,55,Alojamento,316,2084,1685,1700.99,26241.656,1.189092,1186.71416238598
    Tocantins,56,Alimentação,1077,6967,5792,5564.03,85288.089,1.181476,1179.11338198558
    Tocantins,J,Informação e comunicação,506,2734,2203,2126.78,61583.757,2.231874,2227.41048764944
    Tocantins,58,Edição e edição integrada à impressão,41,133,89,96.42,2791.433,2.231445,2226.98211350981
    Tocantins,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",44,163,113,128.98,2749.002,1.642778,1639.49210968904
    Tocantins,60,Atividades de rádio e de televisão,58,409,345,372.39,12719.719,2.632726,2627.46025155596
    Tocantins,61,Telecomunicações,184,1081,913,857.36,23241.024,2.089383,2085.20467122688
    Tocantins,62,Atividades dos serviços de tecnologia da informação,116,737,602,558.26,16893.069,2.332374,2327.70903549215
    Tocantins,63,Atividades de prestação de serviços de informação,63,211,141,113.37,3189.51,2.168463,2164.12563356199
    Tocantins,K,"Atividades financeiras, de seguros e serviços relacionados",578,3644,3172,3092.26,201391.398,5.019853,5009.8135344376
    Tocantins,64,Atividades de serviços financeiros,402,2907,2636,2575.71,185637.411,5.555135,5544.02508285243
    Tocantins,65,"Seguros, resseguros, previdência complementar e planos de saúde",19,266,243,238.32,10091.537,3.263795,3257.26786221499
    Tocantins,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",157,471,293,278.23,5662.45,1.568652,1565.51441944822
    Tocantins,L,Atividades imobiliárias,533,1448,625,643.56,14232.626,1.704598,1701.18929799146
    Tocantins,68,Atividades imobiliárias,533,1448,625,643.56,14232.626,1.704598,1701.18929799146
    Tocantins,M,"Atividades profissionais, científicas e técnicas",2103,6524,4005,4265.25,120726.396,2.181644,2177.28054537339
    Tocantins,69,"Atividades jurídicas, de contabilidade e de auditoria",1041,3248,2080,2145.74,47954.155,1.722564,1719.11841781677
    Tocantins,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,177,614,391,362.24,17038.702,3.625486,3618.23482943735
    Tocantins,71,Serviços de arquitetura e engenharia; testes e análises técnicas,399,1393,841,1100.36,24171.996,1.693183,1689.79634637056
    Tocantins,72,Pesquisa e desenvolvimento científico,8,93,87,87.48,20513.322,18.073961,18037.8125989237
    Tocantins,73,Publicidade e pesquisa de mercado,193,516,282,245.44,4710.747,1.479349,1476.38996840838
    Tocantins,74,"Outras atividades profissionais, científicas e técnicas",252,586,282,284.05,5721.202,1.552453,1549.34857080958
    Tocantins,75,Atividades veterinárias,33,74,42,39.94,616.272,1.189297,1186.91883979816
    Tocantins,N,Atividades administrativas e serviços complementares,1585,14142,12570,12828.53,243500.277,1.463015,1460.0886101885
    Tocantins,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,347,1566,1163,1068.83,22369.958,1.613179,1609.95293919519
    Tocantins,78,"Seleção, agenciamento e locação de mão-de-obra",13,1080,1070,1048.95,10090.028,0.741419,739.936126602793
    Tocantins,79,"Agências de viagens, operadores turísticos e serviços de reservas",93,248,146,148.41,2671.658,1.387535,1384.75947608755
    Tocantins,80,"Atividades de vigilância, segurança e investigação",65,2036,1982,2109.25,61631.027,2.252151,2247.64642919011
    Tocantins,81,Serviços para edifícios e atividades paisagísticas,320,3057,2917,3263.44,58230.463,1.37531,1372.55974818455
    Tocantins,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",747,6155,5292,5189.65,88507.143,1.314517,1311.88842585353
    Tocantins,O,"Administração pública, defesa e seguridade social",635,84202,84202,86697.14,4295313.356,3.818706,3811.06827390509
    Tocantins,84,"Administração pública, defesa e seguridade social",635,84202,84202,86697.14,4295313.356,3.818706,3811.06827390509
    Tocantins,P,Educação,1311,29886,29041,33832.8,1584067.975,3.608793,3601.57547386878
    Tocantins,85,Educação,1311,29886,29041,33832.8,1584067.975,3.608793,3601.57547386878
    Tocantins,Q,Saúde humana e serviços sociais,1641,26173,24089,23635.09,1132992.24,3.694841,3687.45154897947
    Tocantins,86,Atividades de atenção à saúde humana,1555,25198,23148,22706.65,1105664.659,3.753155,3745.64841645001
    Tocantins,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",29,246,224,194.53,3354.08,1.328963,1326.30521691335
    Tocantins,88,Serviços de assistência social sem alojamento,57,729,717,733.91,23973.501,2.517763,2512.72698496881
    Tocantins,R,"Artes, cultura, esporte e recreação",311,786,459,475.52,8886.069,1.440347,1437.46586732581
    Tocantins,90,"Atividades artísticas, criativas e de espetáculos",37,,,,,,
    Tocantins,91,Atividades ligadas ao patrimônio cultural e ambiental,1,,,,,,
    Tocantins,92,Atividades de exploração de jogos de azar e apostas,-,-,-,-,-,-,-
    Tocantins,93,Atividades esportivas e de recreação e lazer,273,715,428,440.59,8187.165,1.43227,1429.40584914983
    Tocantins,S,Outras atividades de serviços,1600,4262,3358,3494.59,76339.356,1.683753,1680.38543973575
    Tocantins,94,Atividades de organizações associativas,1253,2737,2209,2369.65,53827.224,1.75083,1747.32795657911
    Tocantins,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,121,486,360,376.16,8225.586,1.685467,1682.09640742074
    Tocantins,96,Outras atividades de serviços pessoais,226,1039,789,748.78,14286.546,1.470615,1467.67418590651
    Tocantins,U,Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Tocantins,99,Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
  Nordeste,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",8189,138485,127369,124524.86,2423304.444,1.499954,1496.95437645018
  Nordeste,01,"Agricultura, pecuária e serviços relacionados",6094,114250,105731,102189.22,1947507.94,1.468927,1465.98929981972
  Nordeste,02,Produção florestal,903,14424,13526,14300.15,331706.471,1.787884,1784.30872295853
  Nordeste,03,Pesca e aquicultura,1192,9811,8112,8035.49,144090.033,1.382126,1379.36189234355
  Nordeste,B,Indústrias extrativas,2526,37257,34467,35776.49,2356249.824,5.076328,5066.17576127615
  Nordeste,05,Extração de carvão mineral,2,,,,,,
  Nordeste,06,Extração de petróleo e gás natural,107,5390,5336,5835.15,1236302.64,16.330477,16297.8163503806
  Nordeste,07,Extração de minerais metálicos,165,5918,5757,5654,317770.261,4.331951,4323.28727109466
  Nordeste,08,Extração de minerais não-metálicos,2072,20789,18331,18644.33,523365.876,2.163639,2159.31135838411
  Nordeste,09,Atividades de apoio à extração de minerais,180,,,,,,
  Nordeste,C,Indústrias de transformação,55061,961762,895393,898048.92,23232726.158,1.994005,1990.01718234305
  Nordeste,10,Fabricação de produtos alimentícios,12409,266324,251039,239709.68,5304932.2,1.70577,1702.3580678607
  Nordeste,11,Fabricação de bebidas,1125,33001,31589,31461.28,973330.143,2.384569,2379.79985116748
  Nordeste,12,Fabricação de produtos do fumo,52,,,,,,
  Nordeste,13,Fabricação de produtos têxteis,1726,40918,38790,42589.57,886472.845,1.60431,1601.10136932948
  Nordeste,14,Confecção de artigos do vestuário e acessórios,8405,107412,97746,99991.92,1577392.033,1.215908,1213.47653582717
  Nordeste,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",1193,108780,107457,110027.26,1949230.577,1.365492,1362.76058874305
  Nordeste,16,Fabricação de produtos de madeira,1111,6815,5469,5632.21,95069.877,1.301039,1298.43657490372
  Nordeste,17,"Fabricação de celulose, papel e produtos de papel",616,17588,16899,16651.06,804517.019,3.724084,-
  Nordeste,18,Impressão e reprodução de gravações,3217,17229,13238,13430.8,251855.746,1.44536,1442.4694674239
  Nordeste,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",144,25973,25855,22747.8,1187533.335,4.023764,4015.71660015136
  Nordeste,20,Fabricação de produtos químicos,1643,35541,33634,34267.75,1986825.36,4.468896,4459.95783207243
  Nordeste,21,Fabricação de produtos farmoquímicos e farmacêuticos,82,,,,,,
  Nordeste,22,Fabricação de produtos de borracha e de material plástico,1879,43250,40993,41549.12,1211702.46,2.247813,2243.31782570754
  Nordeste,23,Fabricação de produtos de minerais não-metálicos,5668,73709,66494,69003.51,1515266.472,1.692559,1689.17435337152
  Nordeste,24,Metalurgia,315,17822,17485,18165.18,964224.319,4.09133,4083.14706826679
  Nordeste,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",4123,33282,28248,29256.26,757333.787,1.995238,1991.2471776586
  Nordeste,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",202,3151,2918,2902.59,82193.354,2.182615,2178.24966402685
  Nordeste,27,"Fabricação de máquinas, aparelhos e materiais elétricos",431,19007,18566,18347.09,583219.713,2.450141,2445.24089902834
  Nordeste,28,Fabricação de máquinas e equipamentos,691,6874,6039,6395.62,193992.75,2.337916,2333.24044123466
  Nordeste,29,"Fabricação de veículos automotores, reboques e carrocerias",707,28062,27235,28318.97,1200767.532,3.268192,3261.65581695836
  Nordeste,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",153,,,,,,
  Nordeste,31,Fabricação de móveis,2632,27058,23864,24149.68,478351.86,1.52673,1523.67637679161
  Nordeste,32,Fabricação de produtos diversos,2273,12518,9884,10064.84,177349.706,1.358156,1355.439835797
  Nordeste,33,"Manutenção, reparação e instalação de máquinas e equipamentos",4264,28047,22849,22570.33,689271.389,2.353848,2349.14049005589
  Nordeste,D,Eletricidade e gás,1993,,,,,,
  Nordeste,35,"Eletricidade, gás e outras utilidades",1993,,,,,,
  Nordeste,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",3047,83179,80648,77834.19,3084449.539,3.054452,3048.34352556179
  Nordeste,36,"Captação, tratamento e distribuição de água",1309,31433,30968,31213.18,1989963.142,4.913977,4904.14907568386
  Nordeste,37,Esgoto e atividades relacionadas,226,,,,,,
  Nordeste,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",1493,48370,46579,43675.66,956978.353,1.688841,1685.46324111733
  Nordeste,39,Descontaminação e outros serviços de gestão de resíduos,19,,,,,,
  Nordeste,F,Construção,39903,428668,368749,380712.16,9106192.114,1.843598,1839.9105415008
  Nordeste,41,Construção de edifícios,25271,210578,169383,183112.74,3646281.07,1.534821,1531.75120000263
  Nordeste,42,Obras de infraestrutura,4101,117826,112556,112009.21,3250077.648,2.236486,2232.01264363062
  Nordeste,43,Serviços especializados para construção,10531,100264,86810,85590.21,2209833.396,1.990039,1986.05873624673
  Nordeste,G,Comércio; reparação de veículos automotores e motocicletas,366040,1961718,1561854,1595617.34,30969297.246,1.49599,1492.99808581153
  Nordeste,45,Comércio e reparação de veículos automotores e motocicletas,35834,193638,152145,154917.21,3466506.088,1.724719,1721.26979605131
  Nordeste,46,"Comércio por atacado, exceto veículos automotores e motocicletas",41884,323553,274491,281817.53,7254906.595,1.98422,1980.25203782363
  Nordeste,47,Comércio varejista,288322,1444527,1135218,1158882.6,20247884.563,1.346686,1343.99255090139
  Nordeste,H,"Transporte, armazenagem e correio",28397,334110,305309,317621.47,9308423.967,2.258876,2254.35834940929
  Nordeste,49,Transporte terrestre,20288,240472,217943,225964.83,6041094.077,2.060634,2056.51270768383
  Nordeste,50,Transporte aquaviário,355,4385,4035,4190.83,170127.834,3.12897,3122.7123174976
  Nordeste,51,Transporte aéreo,211,5820,5727,5672.42,288125.444,3.915068,3907.23812628608
  Nordeste,52,Armazenamento e atividades auxiliares dos transportes,4553,55601,50911,50529.45,1704157.052,2.599508,2594.30894260674
  Nordeste,53,Correio e outras atividades de entrega,2990,27832,26693,31263.94,1104919.56,2.724037,2718.58928553766
  Nordeste,I,Alojamento e alimentação,45619,376781,323252,326680.78,5514387.185,1.301067,1298.46521615194
  Nordeste,55,Alojamento,9147,100348,88619,89607.92,1727655.373,1.486062,1483.08952103616
  Nordeste,56,Alimentação,36472,276433,234633,237072.86,3786731.812,1.231144,1228.68160641222
  Nordeste,J,Informação e comunicação,16007,129264,109283,106432.45,3656364.35,2.6479,2642.60379380392
  Nordeste,58,Edição e edição integrada à impressão,1151,8249,6775,7021.63,219988.241,2.414836,2410.00627840194
  Nordeste,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",1327,5506,3853,3999.98,88980.177,1.714595,1711.16580582903
  Nordeste,60,Atividades de rádio e de televisão,1207,16017,14399,13621.79,496888.15,2.811581,2805.95761530719
  Nordeste,61,Telecomunicações,4913,44671,39483,38143.62,949625.497,1.918919,1915.08082226716
  Nordeste,62,Atividades dos serviços de tecnologia da informação,5262,41742,34435,33497.47,1580261.682,3.636161,3628.8887167621
  Nordeste,63,Atividades de prestação de serviços de informação,2147,13079,10338,10147.96,320620.603,2.435223,2430.35283029223
  Nordeste,K,"Atividades financeiras, de seguros e serviços relacionados",15920,125714,109089,110355.21,8134810.426,5.681731,5670.36797042791
  Nordeste,64,Atividades de serviços financeiros,9495,89733,81267,82036.69,7130145.445,6.699099,6685.70034381521
  Nordeste,65,"Seguros, resseguros, previdência complementar e planos de saúde",871,15988,15096,15565.55,699644.141,3.464486,3457.5572387049
  Nordeste,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",5554,19993,12726,12752.97,305020.84,1.843505,1839.81782584461
  Nordeste,L,Atividades imobiliárias,13900,49396,26220,26324.26,534186.568,1.564094,1560.96598580695
  Nordeste,68,Atividades imobiliárias,13900,49396,26220,26324.26,534186.568,1.564094,1560.96598580695
  Nordeste,M,"Atividades profissionais, científicas e técnicas",44943,210547,148644,146717.76,4437577.785,2.331253,2326.59043668396
  Nordeste,69,"Atividades jurídicas, de contabilidade e de auditoria",19800,79072,51772,51690.79,1125558.163,1.678344,1674.98692037491
  Nordeste,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,5534,24051,16053,14389.84,645807.447,3.45918,3452.26186830965
  Nordeste,71,Serviços de arquitetura e engenharia; testes e análises técnicas,9122,51498,38744,38145.42,1208309.731,2.44153,2436.64645413828
  Nordeste,72,Pesquisa e desenvolvimento científico,246,5034,4711,4922.4,543965.499,8.517665,8500.62975846679
  Nordeste,73,Publicidade e pesquisa de mercado,5001,20966,14451,13886.26,304460.365,1.689941,1686.56125385259
  Nordeste,74,"Outras atividades profissionais, científicas e técnicas",4435,26818,20950,21843.92,575100.088,2.029266,2025.20739444625
  Nordeste,75,Atividades veterinárias,805,3108,1963,1839.13,34376.492,1.440706,1437.82415515028
  Nordeste,N,Atividades administrativas e serviços complementares,62831,894290,817322,809152.2,15172247.05,1.445259,1442.36884843553
  Nordeste,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,8830,57884,47227,46799.76,1067231.679,1.757686,1754.17020383142
  Nordeste,78,"Seleção, agenciamento e locação de mão-de-obra",1283,185559,184071,181202.86,3286545.608,1.397979,1395.18328030465
  Nordeste,79,"Agências de viagens, operadores turísticos e serviços de reservas",3545,15381,10843,10779.97,263753.902,1.885851,1882.079606187
  Nordeste,80,"Atividades de vigilância, segurança e investigação",1972,127588,125460,125549.7,2752920.129,1.690067,1686.68731861688
  Nordeste,81,Serviços para edifícios e atividades paisagísticas,26662,258880,227430,227617.46,3983518.097,1.348924,1346.22567618495
  Nordeste,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",20539,248998,222291,217202.45,3818277.635,1.354968,1352.2576022083
  Nordeste,O,"Administração pública, defesa e seguridade social",6254,2123923,2123851,2168711,93641144.395,3.32806,3321.40379859812
  Nordeste,84,"Administração pública, defesa e seguridade social",6254,2123923,2123851,2168711,93641144.395,3.32806,3321.40379859812
  Nordeste,P,Educação,41301,725544,688660,697662.76,32353830.629,3.574426,3567.27683477153
  Nordeste,85,Educação,41301,725544,688660,697662.76,32353830.629,3.574426,3567.27683477153
  Nordeste,Q,Saúde humana e serviços sociais,48996,754478,670471,665651.43,21371410.165,2.474642,2469.69292633672
  Nordeste,86,Atividades de atenção à saúde humana,46692,714536,632368,627890.12,20415296.118,2.506099,2501.08632652527
  Nordeste,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",1321,18248,16928,16853.78,373993.284,1.71038,1706.9591601318
  Nordeste,88,Serviços de assistência social sem alojamento,983,21694,21175,20907.53,582120.763,2.146033,2141.74128798424
  Nordeste,R,"Artes, cultura, esporte e recreação",10514,49332,36924,36389.82,877147.507,1.857885,1854.16924716435
  Nordeste,90,"Atividades artísticas, criativas e de espetáculos",2214,6537,3708,3735.11,91705.529,1.892423,1888.63820919289
  Nordeste,91,Atividades ligadas ao patrimônio cultural e ambiental,115,1334,1213,1203.27,37237.777,2.385321,2380.54998846093
  Nordeste,92,Atividades de exploração de jogos de azar e apostas,3,23,21,20.11,399.678,1.531878,1528.81459664155
  Nordeste,93,Atividades esportivas e de recreação e lazer,8182,41438,31982,31431.33,747804.523,1.833798,1830.13015504447
  Nordeste,S,Outras atividades de serviços,51860,189483,146932,148058.48,3108481.493,1.618233,1614.9967296706
  Nordeste,94,Atividades de organizações associativas,37968,115067,88826,89992.45,2086419.789,1.786988,1783.41438557431
  Nordeste,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,4725,22788,17026,17248.35,334881.566,1.496476,1493.48317152298
  Nordeste,96,Outras atividades de serviços pessoais,9167,51628,41080,40817.68,687180.138,1.297623,1295.02731697109
  Nordeste,U,Organismos internacionais e outras instituições extraterritoriais,12,,,,,,
  Nordeste,99,Organismos internacionais e outras instituições extraterritoriais,12,,,,,,
    Maranhão,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",864,12643,11641,12700.8,280215.842,1.700543,1697.14228782681
    Maranhão,01,"Agricultura, pecuária e serviços relacionados",548,7856,7132,7908.51,186808.55,1.820657,1817.01590584553
    Maranhão,02,Produção florestal,250,4594,4390,4679.13,91595.537,1.508813,1505.79499574954
    Maranhão,03,Pesca e aquicultura,66,193,119,113.16,1811.755,1.23405,1231.58155912663
    Maranhão,B,Indústrias extrativas,141,1721,1569,1602.88,99130.22,4.766846,4757.31279850116
    Maranhão,05,Extração de carvão mineral,-,-,-,-,-,-,-
    Maranhão,06,Extração de petróleo e gás natural,12,130,126,128.9,14548.066,8.699183,8681.78432893716
    Maranhão,07,Extração de minerais metálicos,14,544,530,488.12,31029.761,4.899795,4889.99568202018
    Maranhão,08,Extração de minerais não-metálicos,107,763,630,667,16770.48,1.937964,1934.08834044516
